50, 93

19, 10, 10, 5, 12, 18, 11, 8, 11, 7, 18, 10, 6, 15, 16, 10, 16, 11, 9, 5, 20, 16, 6, 17, 19, 17, 12, 14, 6, 19, 8, 12, 16, 5, 20, 16, 20, 13, 19, 12, 7, 17, 14, 8, 17, 13, 8, 10, 13, 9

5, 5, 3, 5, 6, 1, 10, 2, 9, 3, 1, 1, 4, 6, 3, 7, 5, 5, 6, 9, 6, 4, 2, 3, 3, 2, 5, 7, 4, 8, 3, 2, 1, 8, 2, 4, 7, 1, 8, 4, 10, 5, 2, 9, 1, 1, 5, 2, 5, 3, 2, 7, 8, 10, 1, 8, 9, 9, 4, 2, 1, 4, 5, 2, 3, 5, 3, 4, 2, 8, 3, 8, 1, 8, 7, 7, 4, 6, 7, 7, 8, 4, 2, 5, 2, 8, 8, 8, 1, 5, 4, 9, 6

0, 386.36, 837.031, 941.515, 205.879, 926.958, 604.996, 150.96, 585.044, 159.255, 202.237, 214.83, 269.032, 779.896, 72.9178, 876.106, 418.632, 377.053, 435.46, 131.046, 705.625, 899.922, 420.202, 321.908, 852.949, 543.457, 117.886, 753.077, 424.746, 747.509, 940.196, 1019.94, 981.092, 286.021, 981.308, 603.613, 739.497, 891.687, 845.398, 386.467, 358.498, 506.51, 1040.28, 763.922, 247.952, 964.782, 385.406, 522.304, 960.214, 826.329, 36.4589, 58.9428, 65.5229, 371.835, 384.599, 395.373, 856.538, 867.562, 793.893, 920.718, 960.524, 907.479, 202.575, 175.377, 161.741, 932.451, 885.886, 874.566, 594.397, 650.665, 176.216, 130.922, 660.031, 142.377, 110.378, 79.6273, 158.064, 227.798, 173.275, 192.284, 345.509, 225.35, 260.147, 871.675, 101.02, 886.705, 928.649, 393.983, 422.458, 352.323, 344.53, 328.15, 470.96, 478.569, 426.882, 734.057, 724.497, 398.831, 385.456, 240.508, 289.203, 872.299, 906.493, 916.322, 484, 521.692, 486.953, 826.472, 813.011, 461.564, 755.344, 960.243, 892.553, 988.818, 1027.77, 954.929, 970.346, 1010.65, 206.701, 939.743, 561.897, 552.951, 510.532, 782.699, 790.446, 925.925, 935.898, 865.425, 368.11, 295.5, 514.233, 1000.1, 989.561, 219.693, 197.231, 918.008, 969.61, 897.952, 300.101, 312.548, 832.119, 1129.85, 1129.85
386.36, 0, 926.005, 988.777, 203.578, 832.472, 492.709, 235.587, 512.548, 540.566, 185.995, 261.843, 443.554, 952.977, 431.251, 967.523, 712.439, 718.418, 663.998, 494.313, 483.198, 950.508, 162.505, 697.416, 676.027, 698.802, 282.979, 812.606, 591.906, 467.077, 806.705, 802.925, 822.268, 595.29, 1056.81, 859.491, 701.503, 716, 739.219, 74.8131, 50.448, 729.445, 871.147, 502.777, 174.889, 1099.67, 256.827, 756.281, 784.163, 795.192, 407.794, 333.469, 438.767, 25.224, 37.4066, 81.2527, 946.763, 936.962, 869.08, 969.608, 1022.33, 976.424, 193.423, 215.968, 242.444, 818.38, 785.841, 810.247, 501.889, 479.085, 210.369, 258.044, 607.025, 516.993, 485.735, 463.036, 234.353, 218.289, 239.969, 212.191, 516.265, 352.376, 515.886, 1024.22, 462.732, 957.768, 1011.73, 712.993, 685.757, 653.123, 705.026, 656.461, 696.568, 710.1, 626.765, 491.153, 471.571, 206.63, 102.505, 618.588, 641.328, 696.006, 730.017, 749.122, 644.761, 711.632, 677.677, 881.17, 889.864, 660.138, 484.608, 813.794, 771.963, 791.467, 834.786, 756.883, 803.004, 846.504, 540.918, 1003.43, 807.773, 794.173, 783.574, 748.329, 716.453, 750.043, 769.072, 723.609, 25.2389, 122.349, 742.822, 827.655, 837.253, 172.235, 199.523, 1032.59, 1075.33, 1011.92, 244.901, 202.362, 763.578, 898.137, 898.137
837.031, 926.005, 0, 132.382, 927.522, 418.169, 500.728, 846.499, 451.807, 802.686, 881.658, 719.767, 571.431, 202.425, 777.026, 41.6173, 541.69, 659.735, 439.329, 758.721, 663.042, 101.533, 782.806, 782.628, 581.447, 300.128, 893.023, 120.108, 413.417, 780.314, 506.188, 721.906, 574.674, 618.001, 144.368, 417.481, 310.446, 586.001, 432.042, 991.005, 876.604, 389.134, 621.386, 743.162, 790.869, 193.866, 670.928, 397.281, 605.717, 273.359, 806.763, 863.47, 796.145, 901.29, 958.326, 853.541, 20.8087, 50.7666, 60.0541, 116.123, 130.699, 78.3661, 904.545, 886.904, 909.347, 461.952, 422.589, 344.42, 476.013, 580.154, 863.799, 869.381, 375.935, 780.375, 787.96, 816.163, 885.997, 754.881, 782.858, 800.712, 491.636, 643.286, 587.207, 171.977, 767.251, 59.6343, 91.7197, 600.708, 489.132, 577.302, 720.89, 635.831, 413.44, 416.217, 423.288, 702.891, 721.676, 726.62, 828.638, 788.515, 698.668, 583.378, 591.143, 573.394, 356.194, 342.001, 369.027, 83.2541, 41.503, 394.627, 761.552, 540.416, 467.718, 663.808, 669.858, 653.049, 589.804, 597.698, 687.042, 110.812, 403.998, 397.695, 474.026, 288.669, 368.167, 594.916, 577.844, 509.006, 933.717, 955.323, 392.921, 612.057, 563.321, 835.746, 817.179, 114.948, 149.908, 96.933, 690.522, 728.345, 352.642, 812.124, 812.124
941.515, 988.777, 132.382, 0, 1013.34, 349.757, 526.135, 935.721, 487.016, 920.02, 965.821, 804.901, 672.788, 326.455, 885.551, 118.106, 670.374, 788.495, 563.018, 872.702, 664.199, 41.5933, 836.531, 909.464, 545.971, 419.223, 987.351, 188.958, 524.596, 778.841, 442.309, 661.465, 507.193, 739.358, 91.6788, 549.768, 311.567, 541.465, 390.698, 1057.65, 941.03, 517.349, 545.125, 736.414, 868.655, 242.596, 732.038, 527.379, 546.48, 239.27, 913.234, 962.903, 905.393, 964.869, 1023.11, 912.212, 123.709, 83.9658, 151.686, 20.7966, 45.8394, 59.0529, 989.562, 974.367, 999.441, 396.027, 367.84, 289.171, 506.123, 591.938, 950.473, 961.257, 397.748, 896.117, 901.2, 927.417, 975.408, 836.236, 870.214, 885.316, 597.415, 736.052, 700.165, 270.202, 878.558, 73.3161, 91.1181, 729.434, 615.814, 702.585, 848.663, 761.499, 539.476, 543.484, 541.577, 699.879, 721.412, 783.801, 888.083, 911.115, 823.292, 543.346, 543.438, 521.804, 471.013, 466.811, 490.924, 115.244, 135.906, 515.739, 757.51, 474.607, 414.075, 603.911, 602.017, 599.633, 526.535, 525.605, 804.589, 42.0862, 536.042, 529.388, 605.528, 273.754, 344.802, 542.855, 521.819, 465.804, 999.322, 1031.6, 522.157, 544.066, 492.5, 916.93, 901.018, 173.078, 163.977, 169.685, 764.584, 798.685, 314.024, 739.926, 739.926
205.879, 203.578, 927.522, 1013.34, 0, 925.044, 581.311, 85.5628, 581.31, 365.075, 49.2544, 208.543, 372.075, 910.385, 267.778, 968.694, 597.104, 574.586, 582.743, 331.821, 628.054, 972.548, 300.54, 527.77, 804.885, 658.027, 89.0225, 826.39, 539.134, 639.031, 917.761, 953.111, 945.81, 467.344, 1068.04, 769.2, 761.731, 845.272, 835.153, 184.946, 194.672, 653.809, 1000.44, 666.844, 157.003, 1080.29, 327.2, 675.536, 915.102, 855.043, 236.043, 147.246, 268.239, 197.571, 190.854, 243.479, 948.103, 948.945, 876.358, 992.938, 1040.04, 989.511, 24.6272, 42.7814, 44.5112, 920.244, 880.007, 887.261, 580.586, 597.987, 63.8847, 80.128, 670.933, 347.414, 315.177, 285.469, 52.5476, 179.293, 144.773, 128.082, 455.56, 287.198, 411.106, 994.085, 299.775, 969.353, 1018.17, 582.969, 586.594, 532.045, 547.859, 519.589, 618.257, 629.114, 558.872, 646.27, 630.845, 308.551, 245.237, 446.387, 489.282, 825.078, 859.994, 875.108, 598.508, 653.029, 617.197, 899.416, 896.821, 594.665, 652.605, 931.253, 875.9, 932.489, 974.54, 897.581, 930.205, 973.025, 396.853, 1019.8, 721.916, 710.543, 681.867, 808.359, 795.542, 880.186, 895.322, 836.685, 180.602, 92.473, 664.58, 957.735, 957.989, 103.019, 112.921, 1022.86, 1071.04, 1002.13, 260.75, 241.935, 841.4, 1056.12, 1056.12
926.958, 832.472, 418.169, 349.757, 925.044, 0, 345.138, 865.504, 346.302, 964.694, 876.009, 735.339, 678.794, 608.185, 892.72, 435.437, 808.372, 916.158, 682.643, 905.206, 393.611, 342.473, 670.004, 1012.37, 220.676, 548.804, 930.446, 345.77, 596.638, 491.057, 92.6553, 311.708, 158.256, 822.35, 440.306, 762.63, 202.04, 203.593, 93.4077, 907.121, 793.449, 671.789, 203.443, 442.295, 768.065, 587.49, 600.142, 695.216, 197.145, 157.099, 909.27, 926.831, 913.8, 812.803, 869.793, 751.236, 426.382, 378.813, 378.952, 345.509, 394.966, 390.487, 900.523, 894.746, 926.68, 46.3276, 46.7039, 78.5493, 344.501, 358.366, 870.317, 897.892, 267.294, 934.89, 927.704, 942.657, 902.301, 750.6, 800.29, 804.677, 633.524, 701.613, 747.726, 589.757, 898.406, 388.564, 434.583, 861.926, 745.496, 812.689, 963.289, 868.042, 676.288, 687.371, 638.905, 416.385, 441.126, 633.285, 731.618, 985.452, 917.333, 211.341, 201.854, 177.444, 570.053, 610.292, 615.005, 336.134, 384.999, 631.03, 466.64, 125.004, 77.282, 254.232, 253.675, 252.004, 176.783, 179.651, 860.85, 390.234, 727.749, 715.371, 779.985, 174.725, 137.118, 197.327, 174.15, 138.37, 850.165, 911.447, 683.426, 195.538, 145.411, 822.03, 816.257, 510.813, 512.608, 500.609, 665.705, 683.904, 101.815, 394.588, 394.588
604.996, 492.709, 500.728, 526.135, 581.311, 345.138, 0, 525.967, 58.0086, 672.68, 532.541, 400.185, 391.247, 607.784, 583.484, 538.707, 607.474, 690.867, 490.698, 609.909, 185.456, 493.129, 330.893, 757.407, 252.733, 412.167, 592.919, 380.848, 385.426, 297.054, 339.094, 429.439, 376.177, 571.836, 607.023, 645.071, 218.037, 289.5, 254.018, 566.651, 451.124, 516.236, 435.308, 272.663, 424.382, 693.271, 255.159, 546.704, 356.531, 308.039, 593.218, 596.081, 603.913, 471.7, 529.649, 411.733, 519.648, 494.343, 440.773, 509.475, 566.168, 529.173, 556.915, 552.676, 585.454, 338.978, 299.401, 317.544, 29.0043, 92.7281, 528.515, 559.37, 128.554, 641.286, 627.152, 634.759, 561.393, 410.122, 462.545, 464.027, 379.205, 384.875, 480.228, 644.445, 595.971, 514.029, 571.372, 647.821, 548.577, 586.184, 722.001, 630.746, 502.352, 517.349, 438.041, 229.059, 240.575, 289.5, 390.554, 711.641, 664.268, 270.985, 304.067, 311.939, 394.457, 463.038, 447.181, 434.366, 459.64, 449.541, 284.016, 356.452, 295.081, 390.366, 426.651, 358.209, 365.525, 405.658, 585.429, 550.028, 595.529, 580.183, 619.203, 262.665, 223.744, 322.865, 331.271, 261.202, 508.792, 566.53, 531.461, 395.489, 385.223, 478.461, 474.485, 615.605, 646.383, 596.893, 324.565, 339.53, 270.869, 542.457, 542.457
150.96, 235.587, 846.499, 935.721, 85.5628, 865.504, 525.967, 0, 519.425, 305.786, 56.2939, 133.36, 286.895, 825.222, 199.123, 887.471, 515.228, 499.866, 497.363, 263.427, 594.798, 894.649, 283.805, 465.053, 760.727, 573.464, 69.3542, 747.82, 454.2, 621.007, 864.903, 917.438, 897.669, 387.232, 987.952, 684.709, 694.182, 800.743, 777.722, 242.095, 208.255, 568.346, 954.254, 643.212, 113.741, 996.442, 279.229, 590.275, 870.483, 786.392, 172.888, 101.613, 204.446, 220.906, 235.916, 247.833, 866.977, 869.426, 796.424, 915.179, 961.098, 910.001, 68.1065, 42.7814, 63.9081, 863.963, 821.458, 823.156, 521.901, 553.728, 28.1469, 34.6771, 605.739, 283.643, 251.836, 227.61, 39.6894, 115.918, 66.6802, 62.6418, 370.522, 203.874, 326.669, 909.527, 231.262, 889.683, 937.525, 504.157, 502.441, 450.894, 478.408, 442.268, 532.83, 543.795, 473.334, 617.942, 605.208, 275.262, 240.807, 385.02, 417.173, 780.729, 815.589, 828.778, 513.769, 567.585, 531.745, 821.206, 816.739, 509.135, 631.71, 880.764, 820.836, 892.377, 933.393, 857.695, 883.783, 925.885, 320.79, 940.706, 637.007, 625.48, 598.318, 740.223, 733.075, 835.611, 848.87, 785.544, 218.073, 156.251, 579.206, 912.293, 908.563, 71.6101, 56.8705, 940.109, 988.804, 919.419, 201.476, 195.27, 778.008, 1023.84, 1023.84
585.044, 512.548, 451.807, 487.016, 581.31, 346.302, 58.0086, 519.425, 0, 640.569, 532.087, 389.062, 355.017, 551.357, 557.265, 490.805, 556.354, 643.77, 437.42, 578.508, 243.403, 451.966, 354.035, 716.151, 290.642, 354.543, 584.144, 331.711, 332.824, 354.813, 355.584, 470.38, 400.824, 528.247, 564.415, 587.963, 188.958, 324.322, 260.864, 584.948, 467.97, 460.245, 461.556, 330.605, 424.887, 642.876, 262.688, 490.52, 387.919, 282.816, 570.159, 581.615, 578.084, 490.117, 548.667, 432.921, 471.25, 449.026, 391.758, 469.358, 525.141, 485.335, 556.698, 549.574, 581.026, 347.903, 302.995, 306.243, 29.0043, 150.687, 525.04, 551.643, 94.4788, 609.511, 597.729, 608.245, 556.557, 405, 454.026, 459.01, 333.747, 360.861, 439.459, 590.71, 567.07, 469.167, 526.168, 598.746, 496.452, 538.413, 677.835, 585.181, 447.544, 462.373, 385.052, 287.004, 298.542, 306.08, 410.121, 674.501, 621.997, 307.278, 338.29, 342.317, 338.549, 406.173, 391.352, 389.508, 411.223, 394.79, 342.006, 377.308, 307.51, 427.187, 460.675, 396.763, 393.532, 431.166, 547.808, 508.057, 538.803, 523.513, 564.32, 235.847, 214.257, 355.827, 360.56, 284.036, 526.447, 575.753, 475.37, 424.105, 407.301, 478.433, 471.096, 566.255, 599.322, 547.096, 320.784, 342.702, 260.156, 583.46, 583.46
159.255, 540.566, 802.686, 920.02, 365.075, 964.694, 672.68, 305.786, 640.569, 0, 359.614, 329.317, 287.124, 709.417, 112.361, 838.452, 309.963, 237.649, 368.517, 63.1269, 801.86, 879.096, 551.888, 163.086, 925.41, 502.673, 276.632, 737.629, 397.212, 860.131, 992.373, 1100.42, 1041.16, 190.52, 945.65, 501.355, 766.568, 961.85, 891.992, 545.092, 508.41, 432.567, 1102.05, 869.603, 387.125, 903.301, 492.41, 439.933, 1027.58, 844.432, 132.907, 217.874, 101.884, 524.128, 541.543, 540.18, 820.5, 840.226, 768.501, 899.55, 931.796, 878.198, 361.517, 334.009, 320.813, 977.534, 927.879, 903.15, 656.18, 734.262, 332.598, 289.504, 700.037, 31.5634, 56.1805, 79.6273, 317.032, 356.699, 310.695, 335.161, 336.29, 294.894, 223.501, 806.169, 85.235, 857.579, 892.05, 269.793, 334.623, 248.572, 193.238, 205.137, 400.218, 403.099, 379.476, 835.28, 829.434, 519.65, 526.841, 81.5429, 149.564, 943.589, 976.277, 982.247, 449.007, 464.877, 434.604, 808.095, 785.616, 408.664, 864.517, 1016.47, 942.096, 1063.04, 1099, 1030.65, 1034.05, 1071.6, 115.656, 911.172, 468.618, 463.184, 405.658, 805.062, 828.05, 994.646, 1000.83, 924.371, 523.802, 454.589, 435.989, 1064.58, 1046.82, 369.688, 344.167, 867.774, 921.066, 848.96, 410.091, 434.562, 864.882, 1212.8, 1212.8
