50, 86

20, 8, 20, 19, 19, 6, 5, 7, 11, 7, 11, 16, 16, 9, 18, 15, 7, 10, 6, 12, 10, 5, 6, 13, 14, 11, 6, 8, 12, 15, 5, 20, 17, 8, 15, 8, 13, 11, 11, 11, 8, 18, 9, 12, 10, 15, 14, 8, 17, 19

10, 1, 6, 5, 1, 1, 2, 4, 7, 10, 1, 7, 3, 2, 3, 5, 1, 1, 1, 3, 5, 4, 1, 1, 4, 4, 2, 2, 4, 8, 3, 7, 2, 2, 6, 1, 9, 1, 1, 6, 6, 4, 4, 6, 2, 1, 8, 2, 1, 4, 2, 5, 6, 2, 6, 5, 1, 2, 1, 4, 9, 1, 2, 4, 1, 7, 6, 10, 6, 2, 8, 6, 3, 6, 3, 1, 6, 7, 7, 8, 9, 1, 8, 4, 2, 2

0, 701.155, 527.638, 88.7694, 286.714, 750.507, 610.079, 323.447, 164.639, 177.747, 274.798, 675.326, 595.444, 380.005, 378.381, 318.277, 306.752, 305.634, 707.265, 215.557, 571.454, 549.626, 450.504, 609.541, 375.89, 151.093, 395.419, 174.614, 396.611, 503.54, 572.263, 323, 400.5, 631.229, 462.429, 628.427, 419.49, 470.34, 407.316, 568.6, 485.618, 610.594, 295.61, 265.324, 513.662, 440.368, 238.665, 362.041, 441.78, 189.447, 44.3847, 75.5463, 82.3195, 725.821, 703.756, 682.642, 515.583, 568.28, 491.443, 135.906, 120.509, 294.45, 230.463, 273.379, 728.543, 707.595, 586.526, 529.691, 313.73, 302.931, 346.466, 157.865, 235.131, 206.522, 188.017, 142.588, 296.785, 332.684, 641.971, 652.366, 612.466, 611.883, 583.581, 524.443, 415.132, 337.623, 395.828, 407.011, 372.59, 338.895, 316.393, 352.346, 252.255, 239.951, 340.697, 688.39, 255.583, 181.401, 526.633, 538.832, 579.283, 589.776, 429.116, 372.462, 620.316, 418.978, 228.362, 359.208, 439.279, 417.759, 330.831, 469.213, 556.389, 600.253, 514.745, 433.531, 380.078, 344.362, 479.189, 417.115, 412.944, 390.193, 384.669, 386.772, 493.96, 486.927, 403.291, 524.606, 324.6, 353.075, 480.95, 180.7, 186.42, 94.7233, 742.59, 742.59
701.155, 0, 606.162, 743.985, 661.287, 49.93, 271.974, 526.091, 671.288, 528.984, 781.435, 177.102, 887.209, 392.828, 584.481, 934.234, 587.082, 672.846, 50.9313, 507.351, 920.644, 224.154, 370.621, 234.269, 699.998, 671.107, 917.724, 647.67, 1089.61, 596.088, 844.702, 867.231, 853.113, 248.91, 702.157, 895.081, 294.893, 960.089, 296.007, 182.395, 931.363, 568.655, 439.669, 957.113, 783.368, 492.051, 500.912, 340.147, 1119.16, 858.687, 721.523, 682.125, 681.43, 24.965, 25.4657, 88.5508, 601.02, 585.431, 652.398, 801.258, 694.142, 624.126, 652.039, 721.004, 39.702, 89.1964, 223.339, 314.106, 556.585, 480.423, 459.424, 671.163, 668.358, 513.558, 514.719, 598.518, 824.333, 849.219, 203.586, 212.095, 191.944, 890.965, 865.955, 794.308, 380.122, 414.616, 342.243, 537.565, 642.182, 627.477, 899.851, 923.486, 894.487, 614.291, 685.625, 112.762, 473.027, 576.948, 923.938, 851.916, 226.535, 231.662, 326.862, 398.614, 241.281, 699.633, 667.519, 892.099, 922.878, 1103.71, 1023.36, 543.268, 579.418, 869.74, 773.028, 906.601, 776.217, 762.851, 648.15, 642.495, 294.745, 316.32, 318.025, 339.712, 233.393, 230.078, 895.729, 524.002, 388.124, 1037.39, 547.652, 586.009, 586.08, 778.144, 902.642, 902.642
527.638, 606.162, 0, 615.8, 737.212, 635.472, 731.263, 674.913, 371.941, 419.99, 783.25, 456.369, 287.924, 607.817, 149.325, 844.873, 706.222, 245.459, 573.273, 529.899, 1059.54, 384.376, 664.199, 378.727, 202.072, 384.038, 917.72, 638.15, 753.606, 24.5967, 245.725, 845.646, 344.201, 374.641, 135.724, 290.823, 525.595, 436.094, 484.846, 617.301, 996.157, 103.368, 551.167, 649.268, 964.409, 139.291, 341.884, 467.696, 738.78, 709.281, 571.696, 455.232, 448.993, 620.488, 589.397, 529.161, 12.2984, 51.6841, 67.862, 661.612, 623.346, 720.878, 687.113, 757.864, 604.373, 545.047, 673.917, 693.506, 690.07, 612.709, 638.751, 377.977, 307.12, 380.805, 474.25, 393.774, 813.915, 850.052, 417.345, 415.498, 417.189, 288.795, 266.809, 203.723, 635.576, 578.54, 565.1, 134.015, 167.798, 194.505, 843.655, 879.392, 776.841, 669.534, 221.953, 513.997, 539.154, 581.759, 1026.46, 1010.69, 379.927, 376.321, 594.46, 605.005, 376.421, 166.14, 312.884, 881.675, 956.109, 745.082, 700.24, 80.1639, 45, 267.547, 183.576, 389.185, 270.677, 284.677, 73.7462, 125.85, 505.219, 496.208, 475.802, 544.699, 568.342, 548.234, 919.94, 82.9473, 507.344, 689.602, 69.6455, 353.472, 346.888, 617.874, 308.016, 308.016
88.7694, 743.985, 615.8, 0, 233.343, 793.857, 621.266, 305.487, 252.765, 242.854, 193.21, 735.911, 678.736, 390.84, 466.48, 232.697, 273.095, 393.777, 755.359, 238.673, 491.406, 611.553, 455.511, 674.937, 463.57, 239.301, 307.122, 136.565, 389.281, 591.612, 657.195, 234.804, 477.066, 698.205, 550.706, 712.416, 452.747, 537.569, 448.038, 596.8, 399.996, 697.227, 314.841, 268.091, 446.055, 524.584, 314.078, 404.675, 448.074, 116.867, 44.3847, 163.906, 170.612, 768.92, 749.261, 734.642, 603.702, 655.741, 580.205, 58.4337, 68.2825, 251.127, 182.525, 204.368, 774.223, 759.549, 606.08, 538.264, 288.132, 303.297, 344.335, 246.031, 323.268, 277.822, 233.007, 226.365, 210.692, 246.111, 704.894, 716.136, 673.661, 695.538, 667.713, 610.592, 422.822, 352.186, 418.76, 493.463, 461.347, 427.656, 227.882, 263.735, 170.119, 204.691, 428.603, 742.834, 276.482, 179.545, 443.721, 464.067, 643.058, 654.454, 448.233, 383.231, 686.522, 507.013, 316.53, 270.954, 352.188, 417.663, 327.578, 555.895, 643.774, 684.706, 601.573, 505.396, 463.527, 427.791, 567.949, 505.885, 449.936, 427.9, 426.298, 413.744, 524.34, 520.525, 316.436, 610.322, 357.182, 358.051, 567.757, 265.918, 272.004, 42.3851, 829.308, 829.308
286.714, 661.287, 737.212, 233.343, 0, 709.625, 467.223, 136.473, 429.773, 317.309, 128.425, 709.245, 865.4, 268.479, 595.628, 297.733, 76.1577, 560.394, 687.346, 215.727, 323.785, 599.368, 305.439, 669.672, 631.506, 416.915, 256.462, 113.741, 606.618, 712.792, 837.259, 211.376, 683.495, 697.092, 708.662, 895.893, 375.82, 757.003, 392.796, 486.236, 284.851, 796.959, 240.008, 495.736, 233.962, 616.332, 395.828, 364.166, 673.08, 290.801, 257.599, 349.72, 355.919, 685.428, 673.962, 679.944, 725, 765.925, 719.886, 257.085, 170.383, 38.0789, 56.8705, 64.2125, 697.882, 703.083, 472.887, 385.736, 106.213, 184.066, 202.189, 423.338, 494.369, 356.449, 264.447, 361.07, 169.547, 189.411, 688.526, 702.002, 653.584, 880.588, 851.179, 785.113, 285.206, 250.873, 321.174, 603.68, 611.046, 575.296, 252.888, 269.312, 285.732, 68.2001, 595.938, 695.322, 224.652, 155.455, 298.56, 273.721, 634.513, 648.195, 334.581, 262.692, 683.371, 669.684, 487.81, 232.194, 265.202, 639.374, 549.973, 663.62, 753.65, 866.554, 771.946, 719.2, 653.143, 618.29, 707.858, 651.127, 383.86, 368.316, 378.065, 328.059, 428.008, 433.415, 235.536, 706.641, 302.07, 584.187, 675.886, 397.5, 404.242, 272.787, 996.356, 996.356
750.507, 49.93, 635.472, 793.857, 709.625, 0, 306.165, 574.06, 717.647, 577.71, 830.434, 189.452, 919.416, 441.163, 622.656, 983.872, 635.087, 714.496, 62.2013, 557.281, 964.492, 259.48, 416.102, 258.017, 738.864, 717.82, 966.087, 697.413, 1138.07, 626.872, 876.841, 916.223, 893.62, 268.076, 736.805, 925.748, 344.71, 1000.56, 345.845, 227.37, 977.943, 591.222, 489.412, 1005.65, 826.575, 527.038, 547.642, 389.853, 1166.67, 908.606, 771.21, 730.449, 729.632, 24.965, 50.324, 106.542, 631.067, 611.566, 684.652, 851.159, 744.066, 672.311, 701.243, 769.722, 31.1006, 94.7259, 262.638, 355.579, 604.574, 529.434, 507.555, 717.701, 712.593, 561.431, 564.337, 646.241, 873.328, 897.896, 222.612, 228.478, 218.285, 922.405, 898.128, 827.615, 427.245, 463.863, 391.429, 574.321, 680.736, 667.578, 949.223, 972.618, 944.364, 663.433, 725.902, 124.965, 522.915, 626.819, 969.257, 895.473, 256.332, 259.161, 375.047, 447.092, 262.71, 736.462, 711.979, 940.788, 970.425, 1151.72, 1071.85, 576.013, 606.33, 901.128, 806.328, 947.088, 815.997, 803.872, 681.066, 678.801, 344.674, 366.241, 367.8, 389.3, 282.168, 279.544, 943.655, 552.714, 438.053, 1085.41, 579.609, 632.729, 632.6, 827.913, 926.821, 926.821
610.079, 271.974, 731.263, 621.266, 467.223, 306.165, 0, 335.467, 646.803, 475.657, 595.525, 414.889, 978.669, 231.206, 654.003, 762.947, 391.843, 704, 318.653, 394.554, 674.273, 380.8, 167.362, 432.897, 753.865, 641.159, 714.809, 495.897, 1004.32, 713.732, 938.525, 678.089, 882.907, 458.207, 787.544, 995.882, 224, 985.093, 259.85, 122.287, 705.457, 729.546, 314.574, 874.783, 534.813, 594.643, 491.11, 295.083, 1051.78, 722.619, 614.096, 621.235, 623.297, 288.497, 295.138, 339.426, 722.446, 728.574, 756.889, 671.312, 557.925, 429.499, 478.405, 531.366, 310.92, 352.082, 61.1433, 83.6809, 363.467, 318.611, 280.222, 643.951, 672.319, 481.761, 432.761, 558.379, 636.7, 653.869, 422.007, 435.163, 393.203, 987.143, 958.571, 883.092, 198.465, 272.583, 219.791, 622.712, 703.283, 676.924, 719.886, 736.098, 739.71, 441.6, 728.482, 364.105, 354.56, 441.84, 687.245, 604.541, 406.152, 418.388, 183.768, 238.835, 445.505, 769.574, 668.864, 695.749, 707.945, 1027.49, 939.442, 654.163, 719.17, 967.164, 863.033, 933.866, 817.026, 793.252, 748.829, 720.73, 241.728, 259.524, 277.088, 234.364, 164.081, 183.657, 686.516, 659.36, 298.582, 963.129, 662.814, 564.707, 567.882, 661.978, 1039.19, 1039.19
323.447, 526.091, 674.913, 305.487, 136.473, 574.06, 335.467, 0, 426.427, 273.386, 262.458, 584.193, 844.242, 133.754, 545.309, 427.787, 61.0328, 537.157, 553.832, 152.122, 422.481, 481.362, 170.423, 551.9, 604.669, 415.655, 392.441, 170.176, 694.678, 651.384, 811.36, 347.052, 686.931, 580, 670.875, 871.221, 247.018, 773.683, 269.904, 349.857, 409.498, 720.387, 130.142, 572.281, 301.876, 543.332, 339.065, 249.447, 752.516, 394.122, 311.448, 364.673, 369.395, 550.032, 539.539, 548.803, 663.139, 696.104, 669.466, 347.725, 237.652, 98.6154, 143.381, 199.076, 563.179, 571.349, 337.24, 252.564, 30.5164, 65.0711, 66.8768, 421.02, 479.809, 305.33, 212.747, 341.869, 304.671, 325.869, 566.799, 580.658, 531.538, 857.641, 827.69, 756.473, 148.736, 124.532, 189.594, 541.66, 572.786, 538.059, 386.022, 404.754, 405.222, 107.82, 570.792, 565.457, 135.781, 143.106, 411.387, 360.479, 516.63, 530.68, 199.27, 128.644, 565.946, 637.044, 474.007, 368.667, 397.146, 722.991, 632.963, 596.807, 684.112, 841.289, 740.6, 729.636, 642.154, 609.824, 658.113, 607.615, 257.908, 245.659, 258.874, 199.516, 293.371, 300.193, 369.64, 631.601, 188.987, 662.398, 608.694, 369.628, 375.661, 347.854, 956.344, 956.344
164.639, 671.288, 371.941, 252.765, 429.773, 717.647, 646.803, 426.427, 0, 172.569, 437.653, 605.02, 436.688, 435.056, 225.269, 475.178, 429.471, 141.032, 665.47, 281.619, 731.695, 481.769, 508.193, 529.417, 211.341, 13.6015, 559.859, 316.809, 436.287, 348.662, 410.844, 487.488, 260.572, 545.938, 297.941, 468.318, 429.01, 349.906, 402.631, 575.847, 649.733, 462.131, 349.092, 310.421, 663.012, 306.415, 170.66, 359.244, 452.557, 337.763, 208.634, 89.0969, 82.3195, 694.406, 667.9, 632.849, 360.279, 416.271, 330.075, 292.528, 278.328, 427.931, 373.232, 428.951, 691.351, 656.932, 609.293, 575.591, 426.862, 384.211, 425.54, 6.80074, 70.516, 166.812, 225.533, 90.0125, 461.251, 497.227, 567, 574.78, 543.243, 452.407, 423.428, 361.352, 471.617, 392, 427.965, 263.492, 210.467, 178.539, 478.549, 514.721, 406.173, 371.065, 176.066, 632.602, 314.618, 290.288, 689.141, 694.707, 504.922, 512.485, 464.578, 428.51, 537.552, 254.347, 63.7672, 523.671, 603.882, 442.566, 372.766, 322.723, 404.901, 439.499, 350.828, 303.817, 223.37, 188.608, 317.95, 255.414, 415.529, 394.056, 380.873, 412.469, 502.178, 489.232, 567.861, 381.529, 348.707, 377.443, 333.563, 86.0959, 85.3302, 248.239, 578.6, 578.6
177.747, 528.984, 419.99, 242.854, 317.309, 577.71, 475.657, 273.386, 172.569, 0, 372.58, 497.752, 570.954, 263.093, 279.303, 470.304, 292.412, 264.503, 532.024, 121.314, 639.708, 372.2, 336, 433.417, 331.308, 165.895, 514.231, 220.989, 560.815, 395.536, 537.997, 444.775, 424.643, 456.022, 399.18, 597.844, 262.682, 519.925, 241.901, 412.335, 581.822, 483.935, 178.362, 428.225, 546.773, 303.727, 80.6536, 196.54, 594.135, 358.24, 208.125, 154.435, 154.63, 553.32, 529.895, 505.914, 407.761, 450.135, 404.058, 300.404, 221.911, 302.729, 267.444, 340.04, 554.466, 530.83, 440.904, 403.2, 281.409, 221.455, 259.82, 169.128, 211.893, 40.3268, 60.6568, 82.9473, 408.02, 443.135, 464.895, 475.584, 434.951, 584.266, 554.312, 483.228, 299.52, 220.477, 256.129, 286.775, 300.796, 265.601, 454.747, 487.986, 412.066, 249.906, 297.633, 511.018, 147.182, 161.88, 608.294, 590.956, 402.425, 413.293, 292.62, 256.736, 444.635, 364.047, 206.81, 479.393, 546.215, 576.231, 494.516, 347.523, 437.837, 567.918, 467.645, 471.658, 372.366, 341.791, 392.202, 337.87, 251.679, 229.222, 219.208, 241.463, 337.444, 326.741, 510.625, 393.774, 177.077, 509.966, 359.82, 98.8458, 104.217, 266.444, 686.267, 686.267
